title,authors,categories,published_year
Wonder of the World,David Lindsay-Abaire,Drama,2003.0
An Adult Evening of Shel Silverstein,Shel Silverstein,Drama,2003.0
Franz Kafka's The Castle,David Fishelson;Aaron Leichter,Drama,2001.0
Gunslinger,Edward Dorn,Fiction,1989.0
Immigrant Acts,Lisa Lowe,Social Science,1996.0
Photography's Other Histories,Christopher Pinney;Nicolas Peterson;Nicholas Thomas,Photography,2003.0
Nikola Tesla,Carol Dommermuth-Costa,Technology & Engineering,1994.0
Oprah Winfrey,Katherine E. Krohn,Juvenile Nonfiction,2002.0
Barack Obama,Marlene Targ Brill,Juvenile Nonfiction,2006.0
The Classical Drawing Atelier,Juliette Aristides,Art,2006.0
Freaks!,Steve Miller,Art,2004.0
The Munsters,Stephen Cox,Performing Arts,2006.0
A Picture Book of Thomas Jefferson,,Juvenile Nonfiction,1991.0
Patrick,Tomie DePaola,Juvenile Nonfiction,1992.0
A Picture Book of Anne Frank,,Juvenile Nonfiction,1993.0
In the Name of Jesus,Henri J. M. Nouwen,Religion,1992.0
Life of the Beloved,Henri J. M. Nouwen,Religion,2002.0
Save the Date,Jason King;Donna Freitas,Religion,2003.0
Huxley and God,Aldous Huxley,Religion,2003.0
Reinventing Jesus,J. Ed Komoszewski;M. James Sawyer;Daniel B. Wallace,Religion,2006.0
Quito 1599,Kris E. Lane,History,2002.0
Art of Being,Erich Fromm,Philosophy,1994.0
"Nathan the Wise, Minna von Barnhelm, and Other Plays and Writings: Gotthold Ephraim Lessing",Peter Demetz,Literary Criticism,1991.0
The Art of Listening,Erich Fromm,Philosophy,1998.0
Guerilla Film Makers Movie Blueprint,Chris Jones,Social Science,2003.0
Don DeLillo's White Noise,Leonard Orr,Literary Criticism,2003.0
Gabriel Garcia Marquez's Love in the Time of Cholera,Tom Fahy,Literary Criticism,2003.0
David Foster Wallace's Infinite Jest,Stephen Burn,Literary Criticism,2003.0
Anita Diamant's The Red Tent,Ann Finding,Literary Criticism,2004.0
Beyond the Chains of Illusion,Erich Fromm;Rainer Funk,Philosophy,2006.0
JK Rowling's Harry Potter Novels,Philip Nel,Literary Criticism,2001.0
Arundhati Roy's The God of Small Things,Julie Mullaney,Literary Criticism,2002.0
History of Philosophy Volume 1,Frederick Copleston,Philosophy,2003.0
Culture of Fear Revisited,Frank Furedi,Social Science,2006.0
Cervantes in Algiers,María Antonia Garcés,Health & Fitness,2005.0
Helena,Evelyn Waugh,Fiction,2005.0
Too Busy Not to Pray,Bill Hybels;LaVonne Neff,Religion,1998.0
The Nature of the Atonement,James K. Beilby;Paul R. Eddy,Religion,2006.0
Original Sin,Henri Blocher,Religion,2000.0
The Cross from a Distance,Peter G. Bolt,Religion,2004.0
Courageous Faith Through the Year,Bill Hybels,Religion,2004.0
Beyond the Postmodern Mind,Huston Smith,Philosophy,2003.0
Mandala,Judith Cornell,"Body, Mind & Spirit",2006.0
The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,Humor,1995.0
The Days Are Just Packed,Bill Watterson,Humor,1993.0
Homicidal Psycho Jungle Cat,Bill Watterson,Humor,1994.0
The Essential Calvin And Hobbes,Bill Watterson,Comics & Graphic Novels,1988.0
The Calvin and Hobbes Lazy Sunday Book,Bill Watterson,Humor,1989.0
It's a Magical World,Bill Watterson,Humor,1996.0
Mary Engelbreit's Home Companion,Mary Engelbreit,Crafts & Hobbies,1994.0
Stephen King,George Beahm,Fiction,1998.0
Stephen King from A to Z,George Beahm,Fiction,1998.0
Foundations of Clinical Research,Leslie Gross Portney;Mary P. Watkins,Medical,2000.0
Chosen by God,R. C. Sproul,Religion,1994.0
Four Mothers at Chautauqua,Isabella Alden,Fiction,1997.0
Desecration,Tim F. LaHaye;Jerry B. Jenkins,Fiction,2002.0
Armageddon,Tim F. LaHaye;Jerry B. Jenkins,Fiction,2003.0
Left behind,Tim Lahaye;Tim F. LaHaye;Jerry B. Jenkins,Fiction,1998.0
Redemption,Gary Smalley;Karen Kingsbury,Fiction,2002.0
Remember,Karen Kingsbury;Gary Smalley,Fiction,2003.0
"Sit, Walk, Stand",Watchman Nee,Religion,1977.0
Kingdom Come,Tim F. LaHaye;Jerry B. Jenkins,Fiction,2007.0
The Rising,Tim LaHaye;Tim F. LaHaye;Jerry B. Jenkins,Fiction,2005.0
The Origin of the Bible,Philip Wesley Comfort,Religion,2003.0
Silenced,Jerry B. Jenkins,Fiction,2004.0
Rejoice,Karen Kingsbury;Gary Smalley,Fiction,2004.0
Reunion,Karen Kingsbury;Gary Smalley,Fiction,2004.0
Forgiven,Karen Kingsbury,Fiction,2005.0
Little Miss Birthday,Roger Hargreaves,Juvenile Fiction,2007.0
Mr. Jelly and the Pirates,Roger Hargreaves,Juvenile Fiction,2007.0
Mountain Madness,David Thompson,Fiction,1998.0
The Halloween Man,Douglas Clegg,Fiction,1998.0
Gold Rage,David Thompson,Fiction,1999.0
The Nightmare Chronicles,Douglas Clegg,Fiction,1999.0
Sweet Revenge,Lynsay Sands,Fiction,2000.0
"Something Borrowed, Something Blue",Constance O'Banyon;Evelyn Rogers;Bobbi Smith,Fiction,2000.0
The House That Jack Built,Graham Masterton,Fiction,2000.0
Mischief,Douglas Clegg,Fiction,2000.0
The Deed,Lynsay Sands,Fiction,2004.0
Bliss,Lynsay Sands,Fiction,2001.0
The Reluctant Reformer,Lynsay Sands,Fiction,2002.0
The Hour Before Dark,Douglas Clegg,Fiction,2003.0
Nightmare House,Douglas Clegg,Fiction,2004.0
The Chase,Lynsay Sands,Fiction,2004.0
The Abandoned,Douglas Clegg,Fiction,2005.0
The Attraction,Douglas Clegg,Fiction,2006.0
Blood Moon Over Bengal,Morag McKendrick Pippin,Fiction,2004.0
Love Is Blind,Lynsay Sands,Fiction,2006.0
Blood Moon Over Britain,Morag McKendrick Pippin,Fiction,2005.0
The Shakespeare Plays: Romeo & Juliet,McGraw-Hill Education,Juvenile Nonfiction,1994.0
Child of God,Cormac McCarthy,Fiction,1994.0
The Buried Mirror,Carlos Fuentes,Fiction,1999.0
The Grace Awakening,Charles R. Swindoll,Religion,2006.0
Lead Like Jesus,Ken Blanchard;Phil Hodges,Religion,2007.0
Blink,Ted Dekker,Fiction,2004.0
Salvation to the Ends of the Earth,Andreas J. Köstenberger;Peter Thomas O'Brien,Religion,2001.0
The Valley of Vision,Arthur Bennett,Religion,1975.0
Discovering God's Will,Sinclair B. Ferguson,Religion,1981.0
The Complete Theory Fun Factory,Katie Elliott;Ian Martin,Juvenile Nonfiction,1996.0
Trainspotting,Murray Smith,Performing Arts,2002.0
The Shawshank redemption,Mark Kermode,Performing Arts,2003.0
Exemplary Novels,Miguel de Cervantes Saavedra,,1992.0
"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",Audrey Wood,Juvenile Fiction,1996.0
"Head, Shoulders, Knees and Toes ...",,Juvenile Nonfiction,2002.0
Blink-182,Anne Hoppus,Rock groups,2001.0
Dissecting Marilyn Manson,Gavin Baddeley,Music,2005.0
For the Sake of Argument,Christopher Hitchens,Literary Collections,1994.0
"20,000 Leagues Under the Sea",Jules Verne,Sea stories,1987.0
From Hell,Alan Moore;Eddie Campbell;Pete Mullins,"Detective and mystery comic books, strips, etc",2006.0
Eight Mindful Steps to Happiness,Henepola Gunaratana,"Body, Mind & Spirit",2001.0
Assassinating Shakespeare,Thomas Goltz,Biography & Autobiography,2006.0
Full Circle,Luis Sepúlveda;Chris Andrews,Travel,1996.0
The Evolution of the Gilgamesh Epic,Jeffrey H. Tigay,Literary Criticism,2002.0
Vergil's Aeneid,Barbara Weiden Boyd,Literary Collections,2004.0
Corroborating Evidence,William T. Rasmussen,True Crime,2005.0
West with the Night,Beryl Markham,Biography & Autobiography,1942.0
Moon in a Dewdrop,Dōgen;Zen Master Dogen,Philosophy,1985.0
Suburban Nation,Andres Duany;Elizabeth Plater-Zyberk;Jeff Speck,Architecture,2001.0
Rent Girl,Michelle Tea,Comics & Graphic Novels,2004.0
Summa Theologica,Thomas Aquinas,"Theology, Doctrinal",2000.0
Crime Partners,Donald Goines,Fiction,2000.0
Whoreson,Donald Goines,Fiction,1972.0
The Grail,Brian Doyle;Mary Miller Doyle,Cooking,2006.0
Cold Mountain,Charles Frazier,Fiction,1997.0
Sherlock Holmes,Nick Rennison,Fiction,2006.0
Halsey's Typhoon,Bob Drury;Thomas Clavin,History,2007.0
Suffer the Little Children,Donna Leon,Fiction,2007.0
Mapping the Big Picture,Heidi Hayes Jacobs,Education,1997.0
Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,Education,2004.0
The Tutor's First Love,George MacDonald,Fiction,1984.0
"Complete Poems, 1904-1962",Edward Estlin Cummings,Poetry,1994.0
Selected Poems,E. E. Cummings,Poetry,1994.0
Tulips and Chimneys,E. E. Cummings,Poetry,1996.0
Basic Political Writings,Jean-Jacques Rousseau,Philosophy,1987.0
Introduction to The Philosophy of History,G. W. F. Hegel;Leo Rauch,Philosophy,1988.0
"On Justice, Power, and Human Nature",Thucydides,History,1993.0
Leviathan,Thomas Hobbes;Edwin M. Curley,Philosophy,1994.0
The Grand Inquisitor,Fyodor Dostoyevsky;Charles B. Guignon,Political Science,1993.0
Complete Works,Plato,Fiction,1997.0
Aristophanes 1,Aristophanes;Peter Meineck,Drama,1998.0
Aristophanes 1,Aristophanes,Drama,1998.0
The Peloponnesian War,Thucydides;Steven Lattimore,History,1998.0
Discourse on Method ; and,René Descartes,Philosophy,1998.0
Statesman,Plato,Philosophy,1999.0
The Trial and Death of Socrates (Third Edition),Plato;George Maximilian Anthony Grube;John Madison Cooper,Philosophy,2000.0
Lysistrata,Aristophanes;Sarah Ruden,Literary Criticism,2003.0
Five Dialogues,Plato;George Maximilian Anthony Grube,Philosophy,2002.0
Confucius Analects,Confucius;Edward Gilman Slingerland,Philosophy,2003.0
Complete Poems and Major Prose,John Milton;Merritt Yerkes Hughes,Poetry,1957.0
Aeneid,Virgil,Aeneas (Legendary character),2005.0
Republic,Plato,Political Science,2004.0
Readings in Classical Chinese Philosophy (Second Edition),Philip J. Ivanhoe;Bryan W. Van Norden,Philosophy,2005.0
Plato on Love,Plato;C. D. C. Reeve,Philosophy,2006.0
A Hundred Camels in the Courtyard,Paul Bowles,,1981.0
Kaddish and Other Poems: 1958-1960,Allen Ginsberg,Poetry,1961.0
Erotism,Georges Bataille,Philosophy,1962.0
The Scripture of the Golden Eternity,Jack Kerouac,Literary Criticism,1960.0
Howl and Other Poems,Allen Ginsberg,,1996.0
A Power Governments Cannot Suppress,Howard Zinn,History,2007.0
Chekhov's Doctors,Anton Pavlovich Chekhov;Jack Coulehan;John L. Coulehan,Literary Collections,2003.0
Early Candlelight,Maud Hart Lovelace,Fiction,1992.0
The St. Paul Stories of F. Scott Fitzgerald,Francis Scott Fitzgerald;Patricia Hampl,Fiction,2004.0
Approaches to Teaching Atwood's The Handmaid's Tale and Other Works,Sharon Rose Wilson;Thomas B. Friedman;Shannon Eileen Hengen,Literary Criticism,1996.0
"Julie, Or, The New Heloise",Jean-Jacques Rousseau;Roger D. Masters;Christopher Kelly,Literary Criticism,1997.0
The Search for the Beloved,Jean Houston,"Body, Mind & Spirit",1997.0
A Gateway to Sindarin,David Salo,Language Arts & Disciplines,2004.0
The Guide to Dan Brown's The Solomon Key,Greg Taylor,"Body, Mind & Spirit",2005.0
Three Books of Occult Philosophy,Heinrich Cornelius Agrippa von Nettesheim,"Body, Mind & Spirit",1993.0
Blame It on the Brain?,Edward T. Welch,Medical,1998.0
Mockingbird Wish Me Luck,Charles Bukowski,Fiction,2002.0
You Get So Alone at Times,Charles Bukowski,Fiction,2002.0
Herman N. Hesse's Narcissus and Goldmund,Kathleen E. Digan,,1976.0
The Loftier Way,Blaine M. Yorgason;Brenton G. Yorgason,Fiction,1985.0
A Full House,Madeleine L'Engle,Fiction,1999.0
The Rock that is Higher,Madeleine L'Engle,Religion,1993.0
Conversations with Ernest Hemingway,Ernest Hemingway;Matthew Joseph Bruccoli,Literary Criticism,1986.0
Conversations with Jerzy Kosinski,Jerzy Kosinski,Literary Criticism,1993.0
Conversations with John Updike,John Updike;James Plath,Biography & Autobiography,1994.0
The Good Housekeeping Illustrated Cookbook,Zoe Coulson,Cookbooks,1980.0
Essentials of Conservation Biology,Richard B. Primack,Science,2006.0
Exercitia Spiritualia,Saint Gertrude (the Great),Religion,1989.0
Harpo Speaks!,Harpo Marx;Rowland Barber,Biography & Autobiography,1985.0
Jean Arthur,John Oller,Biography & Autobiography,1999.0
Hamlet's Mill,Giorgio De Santillana;Hertha von Dechend,Philosophy,1977.0
"Life, a User's Manual",Georges Perec,Fiction,1987.0
Broken Vessels,Andre Dubus,Fiction,1992.0
John Deere Farm Tractors,Randy Leffingwell,Technology & Engineering,1992.0
Bioinformatics,David W. Mount,Science,2004.0
The Many Worlds of Magnus Ridolph,Jack Vance,"Science fiction, American",1980.0
The Assignation,Joyce Carol Oates,Fiction,1996.0
First Love,Joyce Carol Oates,Fiction,1997.0
Follow Your Heart's Vegetarian Soup Cookbook,Janice Cook Migliaccio;Janice Cook Knight,Cooking,1983.0
The Roald Dahl Omnibus,Roald Dahl,England,1987.0
Understanding Physics,Isaac Asimov,Physics,1988.0
King Arthur Flour Whole Grain Baking,,Cooking,2006.0
The elements of typographic style,Robert Bringhurst,Design,2004.0
The Secret of Santa Vittoria,Robert Crichton,Fiction,1986.0
A Book of Blue Flowers,R. L. Geneve,Gardening,2006.0
Alfred Hitchcock,Alfred Hitchcock,Fiction,2005.0
God's Generals,Roberts Liardon,Biography & Autobiography,2003.0
The Bible Cure for Diabetes,Don Colbert,Health & Fitness,1999.0
To Battle the Gods,Sharon Green,Fiction,1986.0
Quester's endgame,Patricia Josephine Clayton,Fiction,1986.0
Phantoms,Martin Harry Greenberg;Rosalind M. Greenberg,Fiction,1989.0
Magic's Pawn,Mercedes Lackey,Fiction,1989.0
Arrows of the Queen,Mercedes Lackey,Fiction,1987.0
Arrow's Fall,Mercedes Lackey,Fiction,1988.0
Magic's Price,Mercedes Lackey,Fiction,1990.0
The Madness Season,C. S. Friedman,Fiction,1990.0
By the Sword,Mercedes Lackey,Fiction,1991.0
Shadowkill,Jo Clayton,Fiction,1991.0
Winds of Fate,Mercedes Lackey,Fiction,1992.0
To Green Angel Tower,Tad Williams,Fiction,1994.0
Dance Down the Stars,Jo Clayton,Fiction,1994.0
Fire in the Sky,Jo Clayton,Fiction,1995.0
Storm Warning,Mercedes Lackey,Fiction,1995.0
Sword of Ice and Other Tales of Valdemar,Mercedes Lackey,Fiction,1997.0
Oathblood,Mercedes Lackey,Fiction,1998.0
This Alien Shore,C. S. Friedman,Fiction,1999.0
River of Blue Fire,Tad Williams,Fiction,1999.0
New Amazons,Margaret Weis,Fiction,2000.0
Good Grief,Rheta Grimsley Johnson,Biography & Autobiography,1989.0
Experimental Phenomenology,Don Ihde,Philosophy,1986.0
Alberic the Wise,Norton Juster,European fiction,1992.0
Hard Drive,James Wallace;Jim Erickson,Business & Economics,1993.0
Die Broke,Stephen Pollan;Mark Levine,Business & Economics,1998.0
Teaching the World's Children,Mary Ashworth;Patricia Wakefield,Education,2004.0
Feeding the Future,Andrew Heintzman;Evan Solomon,Social Science,2006.0
The Fish Kisser,James Hawkins,Fiction,2001.0
The Great Gatsby,F. Scott Fitzgerald,Fiction,1925.0
The Stress-Free Habit,John Perkins,Health & Fitness,1989.0
Moksha,Aldous Huxley,"Body, Mind & Spirit",1999.0
Psychonavigation,John Perkins,"Body, Mind & Spirit",1999.0
Death of a Dreamer,M. C. Beaton,Artists,2006.0
The Politically Incorrect Guide To American History,"Thomas E. Woods, Jr.",History,2004.0
America Alone,Mark Steyn,Political Science,2006.0
The Real Jimmy Carter,Steven F. Hayward,Biography & Autobiography,2004.0
Billy Budd,Herman Melville,,1978.0
Topsail Island,Ray McAllister,History,2006.0
Sister Outsider,Professor Audre Lorde;Audre Lorde,Social Science,1984.0
An Ordinary Person's Guide to Empire,Arundhati Roy,Business & Economics,2004.0
Outsiders Within,Jane Jeong Trenka;Julia Chinyere Oparah;Sun Yung Shin,Education,2006.0
Rita Hayworth and Shawshank Redemption,Stephen King,Fiction,1982.0
Walking the Rez Road,Jim Northrup,House & Home,1995.0
200 Quilt Blocks to Mix & Match,Davina Thomas,Crafts & Hobbies,2005.0
Standard Catalog of Smith & Wesson,Jim Supica;Richard Nahas,Sports & Recreation,2007.0
The Ecological Approach to Visual Perception,James Jerome Gibson,Psychology,1986.0
Three Philosophies of Life,Peter Kreeft,Religion,1989.0
Christianity for Modern Pagans,Peter Kreeft,Religion,1993.0
Saint Ignatius Loyola,James Brodrick,Biography & Autobiography,1998.0
Tolkien,Joseph Pearce,Biography & Autobiography,1998.0
No Price Too High,Alex Jones,Biography & Autobiography,2006.0
C.S. Lewis and the Catholic Church,Joseph Pearce,Religion,2003.0
Writing the Novel from Plot to Print,Lawrence Block,Reference,1985.0
The Avalanche Handbook,David McClung;Peter A. Schaerer,Sports & Recreation,2006.0
The Confessions of St. Augustine,Saint Augustine (Bishop of Hippo.);Saint Augustine of Hippo;Joseph Mary Leleu,Biography & Autobiography,1997.0
"Graham Greene: The Heart of the Matter, Stamboul Train, A Burnt-",Graham Greene,,1986.0
The Shining,Stephen King,Fiction,1987.0
The Alienist,Machado de Assis,Mental illness,1998.0
Aristotle's Nicomachean Ethics,Aristotle;Hippocrates George Apostle,Philosophy,1984.0
What Color is Your Parachute?,Richard Nelson Bolles,Applications for positions,1977.0
The Handbook (The Encheiridion),Epictetus;Nicholas P. White,Philosophy,1983.0
His Share of Glory,Cyril M. Kornbluth;Timothy Szczesuil;New England Science Fiction Association,Fiction,1940.0
Secret of the Peaceful Warrior,Dan Millman,Juvenile Fiction,1991.0
Alcoholics Anonymous,Alcoholics Anonymous,Self-Help,1976.0
Through the Arc of the Rain Forest,Karen Tei Yamashita,Fiction,1990.0
Melville's Moby-Dick,Edward F. Edinger,Psychology,1995.0
Access the Power of Your Higher Self,Elizabeth Clare Prophet,"Body, Mind & Spirit",1998.0
Soul Mates and Twin Flames,Elizabeth Clare Prophet,Family & Relationships,1999.0
The Covert War Against Rock,Alex Constantine,Music,2000.0
Big Dead Place,Nicholas Johnson,History,2005.0
History -,Thucydides,,1989.0
The Days of Vengeance,David Chilton,Bible,1987.0
Life Amongst the Modocs,Joaquin Miller,Biography & Autobiography,1996.0
Five Tʻang poets,David Young,Poetry,1990.0
The Tesla Papers,Nikola Tesla,Science,2000.0
100 Years of Lynchings,Ralph Ginzburg,Social Science,1962.0
Black Man of the Nile and His Family,Yosef Ben-Jochannan,History,1989.0
"African Origins of the Major ""Western Religions""",Yosef Ben-Jochannan,Religion,1991.0
The Crowd: Extradordinary Popular Delusions: Twin Classics of Crowd Pyschology,Gustave Le Bon;Charles Mackay,Psychology,1993.0
Discovering Great Artists,MaryAnn F. Kohl;Kim Solga;Rebecca Van Slyke,Juvenile Nonfiction,1996.0
"Yes, Your Teen Is Crazy!",Michael J. Bradley,Family & Relationships,2002.0
The Naked Warrior,Pavel Tsatsouline,Health & Fitness,2004.0
The Atlantis Dialogue,Plato,Fiction,2001.0
Mahatma Gandhi and His Myths,Mark Shepard,Political Science,2002.0
Yosemite,Margaret Sanborn,History,1989.0
Situationist International Anthology,Ken Knabb,Art,2006.0
Isle of Darksmoke,Larry DiTillio,,1984.0
"Letters, Summer 1926",Boris Leonidovich Pasternak;Marina T︠S︡vetaeva;Rainer Maria Rilke;Margaret Wettlin;Walter W. Arndt;Jamey Gambrell,Biography & Autobiography,2001.0
Seduction and Betrayal,Elizabeth Hardwick,Literary Criticism,2001.0
Typee,Herman Melville,,1982.0
Novels,Nathaniel Hawthorne,Fiction,1983.0
"Redburn, White-Jacket, Moby-Dick",Herman Melville,,1983.0
"The Leatherstocking Tales: The pioneers, or The sources of the Susquehanna. The last of the Mohicans. The prairie",James Fenimore Cooper,"Bumppo, Natty (Fictitious character)",1985.0
"The Leatherstocking Tales: The pathfinder, or The inland sea. The deerslayer, or The first war-path",James Fenimore Cooper,Fiction,1985.0
"Pierre, Or, The Ambiguities",Herman Melville,"Adventure stories, American",2007.0
"Writings, 1902-1910",William James,Literary Collections,1987.0
Speeches and Writings 1832-1858,Abraham Lincoln,Illinois,1989.0
Complete Plays: 1932-1943,Eugene O'Neill,,1988.0
"Novels, 1936-1940",William Faulkner,Yoknapatawpha County (Imaginary place),1990.0
Richard Wright,Richard Wright,Literary Collections,1991.0
"Writings, 1878-1899",William James,Fiction,1992.0
"Collected tales, sketches, speeches, and essays 1891-1910",Mark Twain,"Humorous stories, American",1992.0
Collected Travel Writings,Henry James,Europe,1993.0
Historical Romances,Mark Twain;Samuel Langhorne Clemens;Victor and Lin Salamo editors Fischer;Susan K. Harris;Susan R. Harris,Fiction,1994.0
Christian Mythmakers,Rolland Hein,Literary Criticism,2002.0
The Little Big Book for God's Children,Lena Tabori;Alice Wong,Religion,2001.0
זן ואומנות האושר,Chris Prentiss,Philosophy,2006.0
This bridge called my back,Cherríe Moraga;Gloria Anzaldúa,Social Science,2002.0
Leaving the 20th Century,Christopher Gray,Philosophy,1998.0
On the Trail of Mary Queen of Scots,J. Keith Cheetham,Biography & Autobiography,1999.0
The Twelve Steps and Twelve Traditions of Overeaters Anonymous,"Overeaters Anonymous, Inc. (U.S.)",Self-Help,1993.0
The Visual Display of Quantitative Information,Edward R. Tufte,Mathematics,2001.0
The Cognitive Style of PowerPoint,Edward R. Tufte,Computers,2006.0
Beautiful Evidence,Edward R. Tufte,Computers,2006.0
Common Herbs for Natural Health,Juliette De Bairacli-Levy;Heather Wood,Health & Fitness,1996.0
Graphic Storytelling,Will Eisner,Literary Criticism,1996.0
PS I Love You Baby Collection,Lynda Milligan;Nancy Smith,Crafts & Hobbies,1990.0
Pyramids of Montauk,Preston B. Nichols;Peter Moon,Fiction,1995.0
The Eye of the I,David R. Hawkins,"Body, Mind & Spirit",2001.0
Black Etc.,Nannette E. Banks,,1999.0
Fahrenheit 451,Ray Bradbury,Book burning,2001.0
The Return of the King,John Ronald Reuel Tolkien,"Baggins, Frodo (Fictitious character)",2001.0
The QPB companion to The Lord of the rings,Brandon Geist,"Fantasy fiction, English",2001.0
Desire and Duty,Teddy F. Bader;Marilyn Bader,Fiction,1997.0
Reading Lolita in Tehran,Azar Nafisi,American literature,2003.0
The Rape of Nanking,Iris Chang,"Nanjing (Jiangsu Sheng, China)",1997.0
A Short History of Nearly Everything,Bill Bryson,Science,2003.0
Reefer madness,Eric Schlosser,Black market,2003.0
Storm of the century,Stephen King,Fiction,1999.0
The Beatles' Story on Capitol Records,,Music,2000.0
You are Being Lied to,Russell Kick,Language Arts & Disciplines,2001.0
The Buddha in Your Mirror,Woody Hochswender;Greg Martin;Ted Morino,Religion,2001.0
The Wealthy Barber,David Barr Chilton,"Finance, Personal",2002.0
A Winter's Tale,Cassie Brown,Shipwrecks,1997.0
New York City's Best Dive Bars,Wendy Mitchell,Travel,2002.0
Dark Rivers of the Heart/Intensity/Sole Survivor,Dean Koontz,Fiction,2001.0
Maud Hart Lovelace's Deep Valley,Julie A. Schrader,"Authors, American",2002.0
Transcending the Levels of Consciousness,David R. Hawkins,Religion,2005.0
Discovery of the Presence of God,David R. Hawkins,"Body, Mind & Spirit",2006.0
The Player's Handbook,Heidi Fleiss;Libby Keatinge,Family & Relationships,2003.0
Eating for Life,Bill Phillips,Health & Fitness,2003.0
Tea with Jane Austen,Kim Wilson,Biography & Autobiography,2004.0
Dark Birthright,Jeanne Treat,History,2006.0
Ultimate Unofficial Guide to the Mysteries of Harry Potter,Galadriel Waters;Astre Mithrandir,Literary Criticism,2003.0
Dashiell Hammett,Dashiell Hammett,,2005.0
H.G. Wells' Floor Games,H. G. Wells;Barbara A. Turner,Games & Activities,2004.0
The Frequencies,Noah Eli Gordon,Poetry,2003.0
My Sister's Keeper,Mavis Applewater,Fiction,2004.0
Programming Ruby,David Thomas,Computers,2004.0
Creating Contagious Leadership,John Hersey,Leadership,2003.0
First Love,Ivan Sergeevich Turgenev,Fiction,2004.0
Brando Unzipped,Darwin Porter,Biography & Autobiography,2006.0
The Mind Parasites,,Fiction,2005.0
"Open My Eyes, Lord",Gary Oates,Religion,2004.0
Plants And Landscapes For Summer-dry Climates Of The San Francisco Bay Region,East Bay Municipal Utility District (Calif.),Gardening,2004.0
Caesar's Commentaries,Julius Caesar;W. A. MacDevitt;James H. Ford,Biography & Autobiography,2005.0
Hoodwinked,Quentin Carter,Fiction,2005.0
Jesus Freaks,Andre Duza,Fiction,2006.0
The Wood Boy,Raymond E. Feist;Sean J. Jordan;Tad Williams,Comics & Graphic Novels,2005.0
Unauthorized Harry Potter and the Deathly Hallows News,W. Frederick Zimmerman,Fiction,2005.0
Clown Girl,Monica Drake,Fiction,2007.0
Agile Web Development with Rails,David Thomas;David Heinemeier Hansson;Leon Breedt,Computers,2005.0
Behind Closed Doors,Johanna Rothman;Esther Derby,Computers,2005.0
The Giraffe who was Afraid of Heights,David A. Ufer,Juvenile Fiction,2006.0
Pictures Showing what Happens on Each Page of Thomas Pynchon's Novel Gravity's Rainbow,Zak Smith,Architecture,2006.0
Agile Web Development with Rails,David Thomas;David Heinemeier Hansson;Leon Breedt,Computers,2006.0
Pragmatic Version Control Using Subversion,Mike Mason,Computers,2006.0
George Washington's Sacred Fire,Peter A. Lillback,Biography & Autobiography,2006.0
Plague of the Dead,Z. A. Recht;Bowie Ibarra;Travis Adkins,Fiction,2006.0
Brevity & echo,Kathleen Rooney,Fiction,2006.0
Cutting Edge,Tom Clancy;Martin H. Greenberg;Jerome Preisler,Fiction,2002.0
Tom Clancy's Net Force: Virtual Vandals,Tom Clancy;Steve Pieczenik;Diane Duane,Young Adult Fiction,1999.0
The Hound of the Baskervilles,Sir Arthur Conan Doyle,Fiction,2001.0
"Kristin Lavransdatter, II: The Wife",Sigrid Undset,Fiction,1999.0
"Selected Poems (Melville, Herman)",Herman Melville,Poetry,2006.0
Crime and Punishment,Fyodor Dostoyevsky,Fiction,2002.0
Dance of the Gods,Nora Roberts,Vampires,2006.0
Fodor's Amsterdam,"Fodor's Travel Publications, Inc. Staff",Travel,2006.0
The Crack in Space,Philip K. Dick,Fiction,1966.0
"Lies, Inc",Philip K. Dick,Fiction,2004.0
Vulcan's Hammer,Philip K. Dick,Fiction,1960.0
A Fine Balance,Rohinton Mistry,Fiction,1997.0
Killings,Andre Dubus,,1999.0
My Name Is Asher Lev,Chaim Potok,Fiction,2003.0
The O. Henry Prize Stories 2003,Laura Furman,Fiction,2003.0
Morality for Beautiful Girls,Alexander McCall Smith,Fiction,2002.0
Before You Know Kindness,Chris Bohjalian,Fiction,2005.0
Eating Stone,Ellen Meloy,Nature,2006.0
1491,Charles C. Mann,History,2006.0
The Crazed,Ha Jin,Cerebrovascular disease,2003.0
Letters to a Young Artist,Anna Deavere Smith,Business & Economics,2006.0
Miami Blues,Charles Ray Willeford,Fiction,2004.0
His Excellency,Joseph J. Ellis,Biography & Autobiography,2005.0
The curious incident of the dog in the night-time,Mark Haddon,Fiction,2003.0
Under the Banner of Heaven,Jon Krakauer,History,2004.0
Diary,Chuck Palahniuk,Fiction,2004.0
Haunted,Chuck Palahniuk,Fiction,2006.0
The Complete Short Novels,Anton Pavlovich Chekhov,Fiction,2005.0
Isaac Newton,James Gleick,Biography & Autobiography,2004.0
A Year at the Races,Jane Smiley,Sports & Recreation,2005.0
Beloved,Toni Morrison,Fiction,2004.0
Song of Solomon,Toni Morrison,Fiction,2004.0
You Shall Know Our Velocity!,Dave Eggers,Fiction,2003.0
Parallel Worlds,Michio Kaku,Science,2006.0
Who Will Run the Frog Hospital?,Lorrie Moore,Juvenile Fiction,2004.0
A Thousand Acres,Jane Smiley,Fiction,2003.0
